SSN,Longitude,Latitude,Region,Country,Site,Cluster,Plot,Depth,Clay_2um,Clay_8um,Clay_20um,Clay_63um,Total_C,CORG,CINORG,Total_N,pH,Am_Ox_Al,Am_Ox_Fe,Am_Ox_Mn,Am_Ox_P,Olsen_P,pbi,Caex,Kex,Mgex,Naex,eCEC,Al,Ca,Co,Cr,Cu,Fe,K,Mg,Mn,Na,Ni,P,Pb,S,Zn,VegStructure,Date,Altitude,Accuracy,SlopeDn,SlopeUp,MajLform,LformDes,PosTopoSeq,ArtSurface,VegCovLT40,PlotFlood,PlotCultMgd,Trees,Shrubs,Graminoids,Forbs,VegOther,Broadleaf,Needleleaf,Allophytic,Evergreen,Deciduous,WdCovRate1,WdCovRate2,WdCovRate3,WdCovRate4,HerbCovRate1,HerbCovRate2,HerbCovRate3,HerbCovRate4,VegStrataDescr,SameLanduse90,UseFoodBeverage,UseForage,UseTimberFuelwood,UseOther,LandUseHistory,RockCover1,RockCover2,RockCover3,RockCover4,Erosion1,Erosion2,Erosion3,Erosion4,SoilConservation,SWCStructures,SWCDescr,AugDepth1,AugDepth2,AugDepth3,AugDepth4,Notes,Delta14C,Delta14C_err,F14C,F14C_err,TurnoverTime,Delta13C,SSN.XRPD,Quartz,Clay_1_1,Clay_2_1,Amorphous,Pedogenic_Oxides,Feldspars,LIG_N,SoilTMP_C,SoilMoi_kgm2,SoilMoi_m3m3,Litterfall.gC.m2.yr,Litterroot.gC.m2.yr,NPP.gC.m2.yr,NPP.gC.m2.d,clay_extracted,bd_extracted,silt_extracted,MAT,MAP,PET,npp_modis,socs,sm,stemp
icr062384,48.7624,-18.338,East Africa,Madagascar,Didy,13,6,Subsoil,36.227,71.622,81.602,89.431,3,3,0,0.2,4.59,3074.462679,4011.504449,67.32198864,-14.44654385,2.04,275.16,0.18,0.132566377,0.339664087,0.074242705,2.884350916,77838.86788,84.67740812,6.017839147,86.49184172,8.814235344,59156.6536,181.9299081,294.5359326,90.89076624,37.22204445,10.52988139,415.2215248,8.105966999,297.5542878,14.86363274,Forest,13-05-12,1000,4.1,39,11,Sloping,Medium gradient mountain,Midslope,0,0,0,0,1,1,0,1,1,1,0,1,1,1,4,4,4,3,2,3,3,2,canope de grande taille et vieille [30 m de hauteur ]; melangee  avec des moyennes ; chabilis,Yes,0,0,0,0,foret non perturbe ; classee depuis 1962,1,1,1,1,None,None,None,None,None,0,,50,20,50,50,tavolo ; afotra ;CUMMASS 110 cm,6.5,1.6,1.0151,0.0016,256,-25.64,icr062374,29.6838,11.843,0,4.5705,38.1444,0,34.48656825,20.93472672,160.2604004,0.174683836,450.22,105.5203125,555.7403125,1.522576199,38,1.09,17,21.60416651,2054,1516,2.1246,6.54,0.455249727,21.02032661
icr062388,48.7613,-18.3395,East Africa,Madagascar,Didy,13,8,Subsoil,65.276,84.57,89.907,94.055,2.16,2.16,0,0.15,4.62,2740.60672,3659.60719,12.58400885,-29.29413328,0.84,356.79,0.08,0.030223095,0.134123688,0.026726454,-0.566947125,97362.06272,41.44307076,3.142413436,226.7974717,14.05696742,79806.63178,30.34269376,47.6044958,50.20177909,26.40837487,19.76452916,426.2405656,6.847919208,331.1860069,9.538276598,Forest,14-05-12,1034,2.6,18,20,Sloping,Medium gradient mountain,Midslope,0,0,0,0,1,1,0,1,1,1,0,1,1,1,5,3,4,4,3,5,5,5,canope de taille moyenne avec des grande et vieille canope ; des grands chabilis,Yes,0,0,0,0,foret non perturbe ; foret classee depuis 1962,1,1,1,1,None,None,None,None,None,0,,50,20,50,50,famelona ; fotsimavo ; afotra,-72.7,1.9,0.9352,0.0019,769,-25.34,icr062374,29.6838,11.843,0,4.5705,38.1444,0,34.48656825,20.93472672,160.2604004,0.179491648,450.22,99.94510449,550.1651045,1.507301656,36,1.12,17,21.60416651,2054,1516,2.127714286,4.8384,0.455249727,21.02032661
icr062390,48.7582,-18.3373,East Africa,Madagascar,Didy,13,9,Subsoil,33.214,62.124,71.53,76.977,2.03,2.03,0,0.14,4.36,1970.141788,4645.608528,7.526311954,-26.62865345,1.75,244.98,0.05,0.013793657,0.118969915,0.047156696,-5.256633973,40043.56562,36.73012004,3.4423273,117.1526953,6.435734201,53911.7305,44.90939069,73.0479532,52.71078853,32.03585104,17.49043836,187.9851849,6.924923896,234.1091933,16.16518559,Forest,13-05-12,1039,3,22,24,Sloping,Medium gradient mountain,Ridge/Crest,0,0,0,0,1,1,0,1,1,1,0,1,1,0,3,4,3,4,4,5,4,3,canope de taille moyenne en majorite ; melangee avec des petite ; chabilis,Yes,0,0,0,0,foret non perturbe ; foret classee depuis 1962,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,voapaka ; rotrala ; voantsilana ; ramy . CUMMASS 110 cm,NA,NA,NA,NA,NA,NA,icr062374,29.6838,11.843,0,4.5705,38.1444,0,34.48656825,20.93472672,160.2604004,0.177889044,450.22,106.7254613,556.9454613,1.525877976,37,1.11,17,21.61666656,2037,1518,2.113857143,4.5066,0.455249727,21.02032661
icr062392,48.7611,-18.3433,East Africa,Madagascar,Didy,13,10,Subsoil,31.119,64.449,74.928,80.723,1.6,1.6,0,0.12,4.39,2175.68193,3893.443655,33.23724475,6.285917779,1.24,226.94,0.06,0.024449571,0.142850683,0.016574703,2.457299157,55562.02604,35.35389732,4.455621096,75.90228836,10.11090159,56371.94352,51.38156985,56.06830502,79.99865204,27.05034774,13.3338411,163.3064253,5.935257941,253.9216077,18.04369478,Forest,14-05-12,1065,2.3,36,30,Steep,Medium gradient mountain,Midslope,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3,3,4,5,5,5,5,5,canope de grande taille et vieille en majorite [30 m de hauteur ]melangee avec des moyenne ; chabilis,Yes,0,0,0,0,foret non perturbe ; classee depuis 1962,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,rotrala; CUMMASS 110 cm,-20.3,1.9,0.988,0.0019,391,-25.69,icr062374,29.6838,11.843,0,4.5705,38.1444,0,34.48656825,20.93472672,160.2604004,0.17628644,450.22,102.2812163,552.5012163,1.513701962,37,1.1,17,21.43333344,2039,1506,2.127714286,3.52,0.455249727,21.02032661
icr062394,48.7623,-18.3122,East Africa,Madagascar,Didy,14,1,Subsoil,1.564,6.966,13.142,23.144,1.01,1.01,0,0.07,5.89,1630.480103,3183.460599,211.1361926,11.22742352,2.22,39.83,3.09,0.157448919,1.338222876,0.005311968,6.82325763,18173.12808,1665.671718,11.97519808,47.96709092,6.967260484,17901.47567,1554.743276,2643.769367,335.3981364,216.6877967,21.03924605,157.7385665,3.926541619,82.76181003,29.86696609,Forest,08-05-12,938,3,23,45,Steep,High gradient mountain,Footslope,0,0,0,0,1,1,1,1,1,1,0,1,1,1,4,3,4,4,2,2,2,3,canope de taille moyenne a grande ; melangee avec des petite ; avec des ravinala ; et tsarakiaka,Yes,0,0,0,0,foret non perturbe ; classee depuis 1962,2,2,2,3,None,None,None,Sheet,None,0,,50,50,50,0,andrarezina ; tavolo,79.8,2.1,1.089,0.0021,74,-26.81,icr062396,40.7489,23.1738,0,2.1292,19.3701,0.928,34.48656825,20.93472672,160.2604004,0.179491648,450.22,87.27341421,537.4934142,1.472584696,37,1.12,17,21.03333334,1942,1495,2.127028571,2.2624,0.453561753,20.18564415
icr062398,48.7599,-18.3179,East Africa,Madagascar,Didy,14,3,Subsoil,36.382,69.857,81.01,88.811,1.15,1.15,0,0.1,4.64,2445.720811,5404.351716,403.6836483,-2.899911271,0.8,291.65,0.52,0.044116011,0.735299959,0.05891821,-3.148779197,67076.2488,234.6079539,18.90961187,115.1312756,34.28106176,54829.34902,1077.595692,2540.808273,595.6824294,54.23026567,51.75568368,236.5768579,11.05126547,171.494888,50.12242094,Cropland,09-05-12,922,1.9,1,2,Level,Valley,Bottomland,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,2,0,2,5,4,5,4,composee  de strates  herbacee avec quelques  arbuste. multi-especes de vegetation  herbacee,No,1,0,0,0,cultivee en riz 2011; laissee en jachere cette annee ; 3eme annee de tavy,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,tsipatika ; harongana ; mandresy; tavolo ; volomborona,NA,NA,NA,NA,NA,NA,icr062396,40.7489,23.1738,0,2.1292,19.3701,0.928,9.277812168,20.93472672,160.2604004,0.17628644,450.22,102.089036,552.309036,1.513175441,36,1.1,18,21.50833329,2026,1515,2.124671429,2.53,0.453561753,20.18564415
icr062400,48.7582,-18.3182,East Africa,Madagascar,Didy,14,4,Subsoil,47.172,72.454,83.687,90.263,1.7,1.7,0,0.13,4.43,2357.528453,3828.717441,20.22884424,-14.77250652,1.48,259.92,0.62,0.041215589,0.291050483,0.045784454,0.806958767,59726.45094,179.9507868,8.877260746,101.8756687,18.99143025,50681.65662,605.5686095,1462.750889,91.07248773,41.07950267,34.79375074,190.3576606,11.99608605,185.6329381,31.41722488,Cropland,09-05-12,913,3.7,8,6,Level,Valley,Bottomland,0,1,0,1,1,1,1,1,1,1,0,1,1,1,3,3,2,1,5,5,5,4,arbuste  en majorite avec des strates herbacee ; arbuste [harongana en majorite ; vegetation de bas fond],No,1,0,0,0,jachere ; derniere mise en culture en 2006,1,2,2,1,None,None,None,None,None,0,,50,15,10,20,volomborona ; harongana ; goyave,-86.2,2,0.9215,0.002,886,-24.54,icr062396,40.7489,23.1738,0,2.1292,19.3701,0.928,9.277812168,20.93472672,160.2604004,0.181094252,450.22,89.10951906,539.3295191,1.477615121,35,1.13,19,21.0333333,1929,1494,2.124671429,3.842,0.453561753,20.18564415
icr062402,48.7609,-18.3136,East Africa,Madagascar,Didy,14,5,Subsoil,4.887,14.518,21.261,28.202,1.44,1.44,0,0.1,4.5,3086.266431,2624.449742,519.0724668,-26.8477563,1.54,223.68,0.06,0.009796828,0.124773803,0.042717518,0.971630951,64680.7687,36.75019927,17.74406118,40.14434141,14.64416985,50740.87476,49.45469941,70.40094575,718.384074,27.81297866,14.57409772,367.0175518,22.73535359,259.7781788,19.98773079,Forest,08-05-12,1036,2.7,33,29,Steep,High gradient mountain,Ridge/Crest,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3,3,4,3,4,4,3,2,canope de taille moyenne et petite melangee ; beaucoup de fanjana et tsarakiaka,Yes,0,0,0,0,foret non perturbe ; classee depuis 1962,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,riona ; rotrala ; moara,NA,NA,NA,NA,NA,NA,icr062396,40.7489,23.1738,0,2.1292,19.3701,0.928,34.48656825,20.93472672,160.2604004,0.173081232,450.22,85.76891196,535.988912,1.468462772,34,1.08,19,21.03333334,1942,1495,2.127028571,3.1104,0.453561753,20.18564415
icr062404,48.7584,-18.3086,East Africa,Madagascar,Didy,14,6,Subsoil,50.193,75.625,86.223,92.036,1.54,1.54,0,0.12,4.61,2401.029638,2660.801386,31.96927607,-33.82105348,0.82,268.83,0.55,0.084716056,0.426817214,0.017974666,-1.940299271,67880.32064,171.6515289,6.401214806,80.60053173,11.45904244,52348.38746,1231.311053,1417.142939,115.5669716,42.73592418,21.04039208,161.8348364,10.9811389,201.5150454,23.79304637,Cropland,08-05-12,941,2.3,16,19,Sloping,Narrow plateau,Bottomland,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,5,5,5,culture  de riz; sorgho; bananier ; pois du cap,Yes,1,0,0,0,cultivee  enriz; rotation riz/riz. derniere  annee  de plantation  2012; mise en jachere  4 ans,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,,-60.1,1.9,0.9479,0.0019,667,-25.27,icr062396,40.7489,23.1738,0,2.1292,19.3701,0.928,9.277812168,20.93472672,160.2604004,0.169876024,450.22,90.69179644,540.9117964,1.481950127,33,1.06,19,21.03333334,1942,1495,2.127228571,3.2648,0.453561753,20.18564415
icr062406,48.7611,-18.3128,East Africa,Madagascar,Didy,14,7,Subsoil,69.344,88.72,93.548,95.147,1.77,1.77,0,0.15,4.6,2109.961409,3067.185273,59.87719155,-24.67321122,1.06,221.85,0.27,0.0811776,0.489948152,0.035775235,-3.997105176,56704.54496,84.5632607,5.246863247,68.11991896,13.21325667,51975.5404,437.8050145,333.8117922,117.7144693,35.13851178,14.97457834,228.1583009,15.88792185,247.1475445,13.22065949,Forest,08-05-12,997,6.9,35,35,Steep,High gradient mountain,Ridge/Crest,0,0,0,0,1,1,0,1,1,1,0,1,1,0,5,5,4,4,3,1,2,2,canope de grande taille [superieur 20 m de hauteur en majorite ]; beaucoup de bamboo [volosy ;bombolona; fanjana et ravinala ]; chabilis,Yes,0,0,0,0,foret non perturbe ; classee depuis 1962,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,tavolo ; rotrala,-45.9,1.9,0.9622,0.0019,559,-25.21,icr062396,40.7489,23.1738,0,2.1292,19.3701,0.928,34.48656825,20.93472672,160.2604004,0.17628644,450.22,85.76891196,535.988912,1.468462772,35,1.1,18,21.03333334,1942,1495,2.127028571,3.894,0.453561753,20.18564415
icr062408,48.7602,-18.3164,East Africa,Madagascar,Didy,14,8,Subsoil,53.97,78.936,86.577,90.088,1.17,1.17,0,0.09,4.82,1941.6714,2273.79138,71.3390162,-25.57777936,0.96,135.9,0.68,0.195725544,0.327213891,0.013811463,-4.601773732,87119.4458,201.150687,3.237481449,37.45055764,7.691006319,35179.42512,275.1617253,136.1490304,105.5411281,33.95745151,11.9665773,271.8985382,14.03585761,220.8090255,16.45737689,Cropland,09-05-12,954,2.4,25,27,Sloping,Medium gradient mountain,Midslope,0,1,0,1,0,1,0,0,1,1,0,1,1,0,2,0,1,0,4,3,5,4,savoka  composee  des arbustes [harongana; andrarezina] et des strates herbacee hautes composee  de sevabe; dingadingana; radriaka et apanga[fougere],No,1,0,1,0,coupe foret 2012[tavy ]; cultivee  en riz en may 2011; puis laissee en jachere  jusqu'en may 2012,1,1,1,1,None,Rill,None,None,None,0,,50,50,50,50,harongana ; andrarezina ; mongy;hazondrano,-63.4,2,0.9446,0.002,693,-25.2,icr062396,40.7489,23.1738,0,2.1292,19.3701,0.928,9.277812168,20.93472672,160.2604004,0.179491648,450.22,88.6203804,538.8403804,1.476275015,35,1.12,18,21.03333334,1942,1495,2.128571429,2.6208,0.453561753,20.18564415
icr062410,48.7614,-18.3162,East Africa,Madagascar,Didy,14,9,Subsoil,39.692,73.853,83.609,90.381,1.57,1.57,0,0.14,4.79,1750.548831,4308.531617,325.9165856,-23.38638015,1.12,186.29,0.91,0.284347886,0.593105051,0.039898481,5.39540061,63718.12862,244.1199831,15.20131297,80.87059913,17.54611947,55607.90316,508.3024134,483.2950661,454.4882516,33.30070094,15.93685132,237.8064771,18.12513743,302.9333434,20.60551362,Cropland,09-05-12,979,2.4,29,34,Sloping,Medium gradient mountain,Midslope,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,vegetation  herbacee  composee esse tiellement de sevabe; afotramana,No,1,0,1,0,septembre 2012 coupe; puis octobre brulee; ensuite decembre cultivee en rir-may 2011 ppuis jachere jusqu'a may 2012,1,2,2,1,Sheet,None,None,None,None,0,,50,50,20,50,CUMMASS 110 cm,-30.2,2.2,0.9781,0.0022,451,-25.7,icr062396,40.7489,23.1738,0,2.1292,19.3701,0.928,9.277812168,20.93472672,160.2604004,0.171478628,450.22,88.21190835,538.4319084,1.475155913,37,1.07,19,21.03333334,1942,1495,2.127028571,3.3598,0.453561753,20.18564415
icr062412,48.7614,-18.3125,East Africa,Madagascar,Didy,14,10,Subsoil,47.063,73.37,85.254,91.508,1.67,1.67,0,0.14,4.62,2189.138993,3285.947945,93.58479151,-27.19249776,0.92,147.03,1.04,0.078684267,1.013779096,0.051957679,-0.633130189,61030.8619,261.7462131,8.105521343,47.44634149,8.155215005,47419.19062,2610.655103,2057.787001,228.7980831,44.81416738,14.99881001,173.4637646,19.27390935,197.1358153,35.9309675,Forest,08-05-12,978,3.6,43,38,Steep,High gradient mountain,Footslope,0,0,0,0,1,1,0,1,1,1,0,1,1,0,4,5,4,5,2,2,3,2,canope de grande taille en majorite ; avec des petite ; beaucoup  de bamboo [volosy ]; chabilis,Yes,0,0,0,0,foret non perturbe ; classee depuis 1962,1,1,1,1,None,None,None,None,None,0,,50,0,50,20,,-42.3,1.8,0.9659,0.0018,533,-25.39,icr062396,40.7489,23.1738,0,2.1292,19.3701,0.928,34.48656825,20.93472672,160.2604004,0.173081232,450.22,87.27341421,537.4934142,1.472584696,33,1.08,19,21.03333334,1942,1495,2.127028571,3.6072,0.453561753,20.18564415
icr062416,48.7488,-18.3018,East Africa,Madagascar,Didy,15,2,Subsoil,33.39,72.682,83.533,89.806,2.03,2.03,0,0.17,4.65,3442.932508,7389.193105,37.13677831,-7.622466035,1.17,506.99,0.12,0.042865221,0.750446894,0.06359104,3.126643376,73866.63524,146.7847931,15.45707717,159.93202,28.49591315,59505.1534,392.5509688,1792.766196,136.1256655,53.61232898,57.27033776,276.3751325,13.98337083,238.8217873,43.21746354,Forest,03-05-12,949,2.1,0,22,Sloping,Major depression,Footslope,0,0,1,0,1,1,1,1,1,1,0,1,1,1,3,0,3,4,3,0,4,3,canope de taille moyenne melangee avec des petites ; canope claire,Yes,0,0,0,0,foret un peu perturbe ; classee depuis 1962,1,1,1,1,None,None,None,None,None,0,,50,0,50,50,POINT GPS DECALE {reste a 30 m}; volosy ; volomboron'ala,-39.4,1.8,0.9688,0.0018,513,-25.4,icr062414,53.2619,19.3031,0,4.4429,15.4631,0,34.48656825,19.1781826,164.6326308,0.177803241,450.22,90.33384166,540.5538417,1.480969429,37,1.08,19,20.4708335,1824,1469,2.127385714,4.3848,0.453561753,20.18564415
icr062418,48.7572,-18.3024,East Africa,Madagascar,Didy,15,3,Subsoil,17.872,43.143,57.356,66.77,1.44,1.44,0,0.08,4.5,2769.251143,1921.054669,99.13542357,-24.82542391,4.12,193.44,0.07,0.030291413,0.20084337,0.076076175,1.763295601,34575.34672,20.69438182,19.30146074,105.775865,16.89400467,50871.20708,132.1724896,79.71960988,216.6545256,19.73839841,18.53528076,201.7566857,15.62969326,232.7404023,11.27046524,Forest,03-05-12,1000,2.3,42,42,Steep,High gradient mountain,Midslope,0,0,0,0,1,1,1,1,1,1,0,1,1,0,4,3,4,3,3,3,4,3,canope de taille moyenne a petite en generale; chabilis,Yes,0,0,0,0,foret non perturbe ; foret classee depuis 1962,1,1,1,1,None,None,None,None,None,0,,50,50,50,16,moara ; ankatra,-13,1.9,0.9954,0.0019,350,-26.09,icr062414,53.2619,19.3031,0,4.4429,15.4631,0,34.48656825,20.93472672,160.2604004,0.165068212,450.22,90.57997415,540.7999741,1.481643765,34,1.03,20,20.9416666,1907,1490,2.121928571,2.9664,0.453561753,20.18564415
icr062422,48.7573,-18.303,East Africa,Madagascar,Didy,15,5,Subsoil,42.623,72.618,81.176,87.726,2.55,2.55,0,0.15,4.49,2395.448833,2368.343154,8.538137499,-13.82018999,1.3,205.83,0.07,0.017823007,0.106123223,0.194021782,-3.607818396,41281.12794,44.05375193,3.169381729,74.13553417,10.7015702,49927.3816,116.9921936,75.41760916,49.70000428,31.59177309,12.40439044,186.5134593,6.006338983,266.6939499,7.106302014,Forest,03-05-12,1001,2.8,33,28,Steep,High gradient mountain,Midslope,0,0,0,0,1,1,1,1,1,1,0,0,1,0,4,5,4,4,3,4,4,3,canope de taille moyenne; 20 m de hauteur en majorite,Yes,0,0,0,0,foret non perturbe ; classee depuis 1962,1,1,1,1,None,None,None,None,None,0,,40,50,50,50,moara ;hazoambo,42.6,1.8,1.0515,0.0018,140,-26.5,icr062414,53.2619,19.3031,0,4.4429,15.4631,0,34.48656825,20.93472672,160.2604004,0.165068212,450.22,89.85872439,540.0787244,1.479667738,33,1.03,21,20.9416666,1907,1490,2.121928571,5.253,0.453561753,20.18564415
icr062424,48.7514,-18.3011,East Africa,Madagascar,Didy,15,6,Subsoil,50.721,73.101,81.591,86.485,1.72,1.72,0,0.11,4.51,2492.027622,1444.187869,5.400968489,-24.72108175,1.58,248.28,0.06,0.00434156,0.096739569,0.453711441,-1.191750145,56765.11946,48.91934553,2.119678516,40.45284784,3.21637514,41525.6316,142.0295696,71.84894979,44.24100515,29.97324123,7.746626219,161.6019889,4.371937437,200.4410143,6.018086874,Forest,03-05-12,985,2.8,17,16,Sloping,Medium gradient mountain,Midslope,0,0,0,0,1,1,0,1,1,1,0,1,1,1,4,4,4,5,2,1,3,2,canope de grande taille moyenne avec quelques grandes; plusieurs especes melangee ; chabilis,Yes,0,0,0,0,foret non perturbe ; foret classee depuis 1962,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,CUMMASS 48 cm[restriction racine]; famelona,NA,NA,NA,NA,NA,NA,icr062414,53.2619,19.3031,0,4.4429,15.4631,0,34.48656825,20.93472672,160.2604004,0.174683836,450.22,92.84039723,543.0603972,1.487836705,39,1.09,20,20.9416666,1907,1490,2.127385714,3.7496,0.453561753,20.18564415
icr062426,48.7568,-18.2985,East Africa,Madagascar,Didy,15,7,Subsoil,33.323,65.681,78.897,87.421,2.02,2.02,0,0.11,4.53,2566.778024,2785.058844,18.00246091,-19.9660368,2.06,216.59,-0.11,-0.006561562,0.070984578,0.05450244,0.932117459,27463.09988,98.54096618,3.904827231,91.55670945,11.54128466,46440.37354,128.1400242,70.44695811,83.42635765,35.67721263,24.99077795,186.4201243,8.730573795,186.3362544,17.24561021,Forest,02-05-12,1065,1.9,35,36,Steep,High gradient mountain,Ridge/Crest,0,0,0,0,1,1,1,1,1,1,0,1,1,0,3,3,3,4,2,3,2,4,canope de taille moyenne a petite ; a cote d'une piste secondaire,Yes,0,0,1,0,foret un peu perturbe ; foret classee depuis 1962,1,1,1,1,None,None,None,None,None,0,,50,50,35,50,,NA,NA,NA,NA,NA,NA,icr062414,53.2619,19.3031,0,4.4429,15.4631,0,34.48656825,20.93472672,160.2604004,0.166670816,450.22,91.62768757,541.8476876,1.484514213,34,1.04,21,20.94583333,1899,1493,2.131385714,4.2016,0.453561753,20.18564415
icr062428,48.7506,-18.2992,East Africa,Madagascar,Didy,15,8,Subsoil,23.742,47.567,61.056,71.373,1.17,1.17,0,0.09,4.53,2205.553445,3037.754727,17.67915664,-25.71201233,1.06,211.2,0.18,0.024255584,0.398606396,0.034229994,0.457393687,58483.70916,92.1415588,9.016954707,82.19741579,6.371541033,38736.03154,5308.026555,4906.088498,190.7434738,61.16819768,35.90558341,72.04885517,22.166683,157.1904526,38.7665281,Forest,02-05-12,1007,2.2,15,16,Sloping,Medium gradient mountain,Ridge/Crest,1,0,0,0,1,1,0,1,1,1,0,1,1,1,3,3,3,3,2,2,2,1,canope perturbee pour la construction d'une piste secondaire au centre ; mais on voit de canope de grande taille et moyenne taille,No,0,0,1,1,foret un peu perturbee; foret classee depuis 1962,1,1,1,1,Sheet,Sheet,None,None,None,0,,50,50,50,30,CUMMASS 110 cm,-47.7,2,0.9604,0.002,572,-25.2,icr062414,53.2619,19.3031,0,4.4429,15.4631,0,34.48656825,20.93472672,160.2604004,0.169876024,450.22,90.82247717,541.0424772,1.482308157,38,1.06,20,20.94583333,1899,1493,2.127385714,2.4804,0.453561753,20.18564415
icr062430,48.7535,-18.3038,East Africa,Madagascar,Didy,15,9,Subsoil,72.287,88.542,91.397,93.751,1.55,1.55,0,0.1,4.44,1968.741119,1538.170895,4.720364454,-35.30693117,0.97,236.25,0.05,0.048663215,0.076687322,0.034785101,5.517627646,62186.77554,28.14980135,3.074563145,70.42487372,5.701470496,57494.41306,126.7612856,68.07970365,70.74561427,23.28015333,10.00056809,146.4041678,4.047617819,233.5053428,9.140992024,Forest,03-05-12,984,2.5,25,23,Sloping,Medium gradient mountain,Ridge/Crest,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3,4,3,4,1,2,1,1,canope de taille petite [inferieur 15m] avec  quelques moyenne ; canope claire; chabilis,Yes,0,0,0,0,foret non perturbe ; classee depuis 1962 ; gerer par CI {gelose},1,1,1,1,None,None,None,None,None,0,,20,50,50,50,rotrala,NA,NA,NA,NA,NA,NA,icr062414,53.2619,19.3031,0,4.4429,15.4631,0,34.48656825,20.93472672,160.2604004,0.177889044,450.22,93.28526452,543.5052645,1.489055519,36,1.11,19,20.9416666,1907,1490,2.1235,3.441,0.453561753,20.18564415
icr062432,48.7535,-18.2949,East Africa,Madagascar,Didy,15,10,Subsoil,41.235,71.986,81.701,89.429,1.27,1.27,0,0.11,4.76,1867.868229,5775.848276,930.2072171,-10.71205851,0.6,410.43,0.46,0.079949715,0.613574405,0.02539428,3.882672506,65018.6075,126.0875515,25.43902229,113.7219859,55.48431449,96774.2918,661.3051116,768.1867884,1160.090046,34.99236122,33.4780334,346.1337872,16.14698096,236.7784761,47.16257221,Forest,29-04-12,63,2.6,4,31,Sloping,High gradient valley,Footslope,0,0,1,0,1,1,0,1,1,1,0,1,1,0,5,4,4,4,5,5,5,5,canope de grande taille ;superieur 20 m de hauteur ; melangee  avec des moyenne  et petite taille [en bordure de  de pente a cote d'une riviere,Yes,0,0,0,0,foret non perturbe ; foret classee depuis 1962,2,1,1,1,None,None,None,None,None,0,,50,50,50,50,malambovony,-112,1.8,0.8956,0.0017,1128,-25.23,icr062414,53.2619,19.3031,0,4.4429,15.4631,0,34.48656825,20.93472672,160.2604004,0.174683836,450.22,89.39386487,539.6138649,1.47839415,37,1.09,21,20.94583333,1899,1493,2.127285714,2.7686,0.453561753,20.18564415
icr062436,48.7581,-18.2736,East Africa,Madagascar,Didy,16,2,Subsoil,73.306,90.758,94.245,97.268,2.1,2.1,0,0.18,4.53,3009.365707,2163.78736,211.8551509,-22.78649568,1.36,368.52,0.13,0.111010824,0.299422945,0.028784604,5.732397192,94256.9923,77.51733492,19.54835527,29.55155938,13.92476724,80640.63662,396.6864942,706.8842075,407.8079482,47.9292246,30.44949159,454.9764652,22.81813825,259.2889588,37.20500137,Forest,28-04-12,115,2.4,39,30,Steep,High gradient mountain,Ridge/Crest,0,0,0,0,1,1,0,1,1,1,0,1,1,1,5,5,5,5,2,3,3,3,canope de grande taille avec des petite et moyenne melangee,Yes,0,0,0,0,foret non perturbe ; foret classee depuis 1962,1,1,1,1,None,None,None,None,None,0,,35,50,50,50,famelona ;rotrala ;bamboo,-67,1.7,0.9409,0.0017,722,-25.34,icr062434,16.3736,30.584,0,1.6517,32.918,0,34.48656825,20.93472672,160.2604004,0.173081232,450.22,90.81968631,541.0396863,1.48230051,34,1.08,20,20.78749998,1866,1481,2.1067,4.536,0.453561753,20.18564415
icr062438,48.7558,-18.2809,East Africa,Madagascar,Didy,16,3,Subsoil,46.715,77.194,88.314,94.123,1.46,1.46,0,0.14,5.67,1968.983344,5240.511498,1165.756625,16.84644575,1.74,324.32,3.1,0.225621842,1.767569775,0.061787181,-2.626086239,95510.75026,696.6827363,23.76732173,117.0172743,28.04833533,101901.6034,456.1980658,1179.253203,1560.599407,40.23855917,33.93792384,908.8394737,12.52280805,237.5337652,44.11377225,Forest,27-04-12,1010,1.6,24,43,Steep,Valley,Footslope,0,0,1,0,1,1,0,0,1,1,0,1,1,0,4,1,4,4,4,5,4,5,canope de grande taille ; eclaircie; foret degradee[tombee] a cause de l'eploitation de l'or [carriere e bordure de ruisseaux],Yes,0,0,0,0,foret un peu perturbe ; foret classee depuis 1962,1,3,1,1,None,None,None,None,None,0,,50,20,50,50,rocheux sub plot 2; a cote ruisseaux,-80.6,1.8,0.9272,0.0018,837,-25.06,icr062434,16.3736,30.584,0,1.6517,32.918,0,34.48656825,20.93472672,160.2604004,0.166670816,450.22,90.1470284,540.3670284,1.480457612,30,1.04,19,20.85833323,1878,1485,2.125114286,3.0368,0.453561753,20.18564415
