"","Set","Soil_Organic_Carbon_kg_m2","Type","SSN","Longitude","Latitude","Region","Country","Site","Cluster","Plot","Depth","Clay_2um","Clay_8um","Clay_20um","Clay_63um","Total_C","CORG","CINORG","Total_N","pH","Am_Ox_Al","Am_Ox_Fe","Am_Ox_Mn","Am_Ox_P","Olsen_P","pbi","Caex","Kex","Mgex","Naex","eCEC","Al","Ca","Co","Cr","Cu","Fe","K","Mg","Mn","Na","Ni","P","Pb","S","Zn","VegStructure","Date","Altitude","Accuracy","SlopeDn","SlopeUp","MajLform","LformDes","PosTopoSeq","ArtSurface","VegCovLT40","PlotFlood","PlotCultMgd","Trees","Shrubs","Graminoids","Forbs","VegOther","Broadleaf","Needleleaf","Allophytic","Evergreen","Deciduous","WdCovRate1","WdCovRate2","WdCovRate3","WdCovRate4","HerbCovRate1","HerbCovRate2","HerbCovRate3","HerbCovRate4","VegStrataDescr","SameLanduse90","UseFoodBeverage","UseForage","UseTimberFuelwood","UseOther","LandUseHistory","RockCover1","RockCover2","RockCover3","RockCover4","Erosion1","Erosion2","Erosion3","Erosion4","SoilConservation","SWCStructures","SWCDescr","AugDepth1","AugDepth2","AugDepth3","AugDepth4","Notes","Delta14C","Delta14C_err","F14C","F14C_err","TurnoverTime","Delta13C","SSN.XRPD","Quartz","Clay_1_1","Clay_2_1","Amorphous","Pedogenic_Oxides","Feldspars","LIG_N","SoilTMP_C","SoilMoi_kgm2","SoilMoi_m3m3","Litterfall.gC.m2.yr","Litterroot.gC.m2.yr","NPP.gC.m2.yr","NPP.gC.m2.d","clay_extracted","bd_extracted","silt_extracted","MAT","MAP","PET","npp_modis","socs","sm","stemp"
"2309",751,14.355,"Observed","icr062263",48.7105,-18.2959,"East Africa","Madagascar","Didy",7,5,"Topsoil",13.695,28.535,40.339,55.641,7.25,7.25,0,0.41,4.04,2748.905625,4544.569652,26.56392941,43.35422717,7.28,255.45,0.34,0.179747552,0.416460103,0.126898493,5.462945732,48356.26502,116.2552763,7.145261461,226.6740182,11.91600983,85287.95994,67.25639491,110.1367236,109.1827377,31.23991302,10.71685713,291.371843,5.008495526,573.799655,15.22313229,"Forest","04-06-12",1145,2.4,3,4,"Sloping","Medium gradient mountain","Ridge/Crest",0,0,0,0,1,1,0,1,1,1,0,1,1,0,3,2,3,3,3,4,3,4,"canope de taille petite clairsemee ; chabilis ; avec quelques canope moyenne","Yes",0,0,0,0,"forest un peu perturbe ; classee depuis 1962",1,1,1,1,"None","None","None","None","None",0,"",50,20,20,50,"voapaka ; varongy ; voantsilana ; sily ; vitanona",61.8,3.6,1.0708,0.0036,101,-26.74,"icr062255",1.5069,7.0205,2.507,3.7564,69.913,0,34.48656825,19.1781826,258.7223183,0.256135095,450.22,90.04400134,540.2640013,1.480175346,34,0.99,21,19.80416691,1691,1439,2.085128571,14.355,0.453561753,20.18564415
"2310",752,8.5446,"Observed","icr062265",48.7069,-18.2948,"East Africa","Madagascar","Didy",7,6,"Topsoil",63.064,85.4,91.274,95.329,4.23,4.23,0,0.28,4.04,3331.703794,3546.842577,10.6190344,20.94810356,3.52,469.96,0.15,0.137740286,0.248961656,0.188024251,6.888214729,69258.50056,53.14684086,8.082528478,475.9511917,37.72496408,111403.7033,58.35412474,122.648763,114.311041,47.99584588,68.24965198,528.2349547,4.947121833,427.6264519,28.3693497,"Forest","05-06-12",68,4.7,29,13,"Sloping","Medium gradient mountain","Ridge/Crest",0,0,0,0,1,1,1,1,1,1,0,1,1,0,3,3,4,3,4,4,4,4,"canope de taille petite et moyenne en majorite avec quelques grandes ; vegetation clairsemee","Yes",0,0,0,0,"forest non perturbe ; classee depuis 1962",1,1,1,1,"None","None","None","None","None",0,"",50,50,50,20,"afotra ; tavolo",52.5,3.5,1.0614,0.0035,119,-25.56,"icr062255",1.5069,7.0205,2.507,3.7564,69.913,0,34.48656825,19.1781826,258.7223183,0.261309542,450.22,89.03945235,539.2594523,1.477423157,39,1.01,21,19.73333339,1675,1439,2.085128571,8.5446,0.453561753,20.18564415
"2311",753,6.8992,"Observed","icr062267",48.7082,-18.2981,"East Africa","Madagascar","Didy",7,7,"Topsoil",53.566,79.487,89.404,93.844,3.52,3.52,0,0.25,4.52,3052.30348,3508.533173,44.11694576,22.49702997,2.98,362.13,0.27,0.137850781,0.280160296,0.094061635,5.600541422,91024.11078,98.16118807,9.641939243,325.7660396,30.64336224,113455.0239,75.99029255,127.429673,130.453106,46.57592524,53.52997826,559.0870659,4.693386385,406.7570357,27.97053307,"Forest","04-06-12",1096,1.8,26,20,"Steep","High gradient mountain","Ridge/Crest",0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,4,4,4,5,5,5,5,"canope de taille moyenne avec quelques grandes ; vegetation clairsemee","Yes",0,0,0,0,"forest non perturbe ; classee depuis 1962",1,1,1,1,"None","None","None","None","None",0,"",50,50,20,50,"rotrala ; palissandre CUMMASS 110 cm",NA,NA,NA,NA,NA,NA,"icr062255",1.5069,7.0205,2.507,3.7564,69.913,0,34.48656825,19.1781826,258.7223183,0.253547872,450.22,88.63980237,538.8598024,1.476328226,33,0.98,20,19.73333339,1675,1439,2.085128571,6.8992,0.453561753,20.18564415
"2312",754,10.9692,"Observed","icr062280",48.7041,-18.2743,"East Africa","Madagascar","Didy",8,4,"Topsoil",31.914,50.67,59.982,69.486,5.54,5.54,0,0.27,4.18,2593.966359,4050.911297,4.572095912,11.53228123,4.02,322.02,0.18,0.157984656,0.3555849,0.173003608,5.799186221,31551.5821,54.75483983,8.259520896,107.1216874,16.12817793,185642.7231,48.56466921,110.8155445,126.3563353,43.87531678,13.65268381,207.7099978,6.084219715,404.977892,18.31415519,"Forest","24-04-12",1139,2.6,28,50,"Sloping","High gradient mountain","Ridge/Crest",0,0,0,0,1,1,1,1,0,1,0,1,1,0,4,4,3,4,5,5,4,3,"canope de taille moyenne [15 m de hauteur ]; canope un peu claire","Yes",0,0,0,0,"foret  non perturbe ; foret classee depuis 1962",3,2,2,3,"None","None","None","None","None",0,"",0,22,20,0,"voapaka ; vitanona ; vakoana; hazoambo ; vahindrozana; hazoambo ; rotrala",NA,NA,NA,NA,NA,NA,"icr062275",23.7573,1.9499,2.1587,3.9459,44.2752,1.8898,34.48656825,19.1781826,258.7223183,0.256135095,450.22,86.99045712,537.2104571,1.471809472,32,0.99,20,19.76666669,1662,1440,2.044485714,10.9692,0.453561753,20.18564415
"2313",755,7.8606,"Observed","icr062281",48.7098,-18.2787,"East Africa","Madagascar","Didy",8,5,"Topsoil",33.864,55.514,64.706,74.987,3.97,3.97,0,0.25,4.89,2881.499317,4042.92642,544.1431376,-7.925068439,1.85,452.71,0.56,0.169905833,0.571821776,0.205039964,4.984001358,101149.1329,183.0547284,48.35006599,531.2219286,79.64536859,136912.6507,72.10277738,114.0897399,1218.00389,40.77900187,55.30056014,417.890296,14.41247292,597.0196718,34.16590775,"Forest","25-04-12",1130,0,25,25,"Sloping","Medium gradient mountain","Midslope",0,0,0,0,1,1,0,0,0,1,0,0,1,0,4,4,4,4,4,5,4,4,"canope de grande et moyenne taille  et de petite taille melangee","Yes",0,0,0,0,"foret non perturbe ; depuis 1962",1,1,1,1,"None","None","None","None","None",0,"",15,0,25,50,"",31.2,1.8,1.04,0.0018,170,-26.4475,"icr062275",23.7573,1.9499,2.1587,3.9459,44.2752,1.8898,34.48656825,19.1781826,258.7223183,0.256135095,450.22,89.44768287,539.6676829,1.478541597,33,0.99,20,19.88333333,1693,1445,2.040071429,7.8606,0.453561753,20.18564415
"2314",756,10.8702,"Observed","icr062285",48.7098,-18.2742,"East Africa","Madagascar","Didy",8,7,"Topsoil",12.4,25.349,37.707,57.45,5.49,5.49,0,0.37,4.75,8192.007245,10672.68788,349.029239,65.49017194,1.98,1381.14,0.47,0.182910371,0.484391209,0.199001254,2.996474325,133571.329,193.443926,12.90742524,189.1744508,54.32005021,106562.5704,92.51605097,165.2369222,420.76742,37.25922729,16.65223462,684.4398243,3.623814462,799.872681,15.47753273,"Forest","25-04-12",1165,5.5,25,27,"Sloping","Medium gradient mountain","Midslope",0,0,0,0,1,1,1,1,1,1,0,1,1,0,4,4,4,4,3,4,4,4,"canope a majorite de grande taille  plus de 25 m de hauteur avec de canope de taille moyenne  15m de hauteur","Yes",0,0,0,0,"foret non perturbe ; classee depuis 1962",1,1,1,1,"None","None","None","None","None",0,"",50,50,50,50,"rotrala ; famelona",NA,NA,NA,NA,NA,NA,"icr062275",23.7573,1.9499,2.1587,3.9459,44.2752,1.8898,34.48656825,19.1781826,258.7223183,0.256135095,450.22,89.40159341,539.6215934,1.478415324,33,0.99,19,19.71666666,1668,1437,2.0931,10.8702,0.453561753,20.18564415
"2315",757,9.8604,"Observed","icr062287",48.711,-18.2751,"East Africa","Madagascar","Didy",8,8,"Topsoil",36.606,64.471,75.898,87.394,4.98,4.98,0,0.35,4.4,4171.852562,4900.472399,23.619991,43.3923444,4.16,531.56,0.19,0.145147682,0.284829818,0.123247931,3.851241167,91131.52792,78.83264475,3.424127236,114.6219423,16.6142484,65148.6697,72.1991131,70.49975975,71.5590615,44.21026178,15.53484408,426.4753254,0.522355709,508.3659729,16.14153199,"Forest","24-04-12",1204,2.9,35,22,"Sloping","Medium gradient mountain","Midslope",0,0,0,0,1,1,0,1,1,1,0,1,1,0,3,2,3,3,4,5,5,5,"canope melangee [grande taille; vielle]; canope  de petite  taille  etde moyenne  taille . vielles  arbres  lombees et morts","Yes",0,0,0,0,"foret non perturbe par l'homme; classee depuis 1962",1,1,1,1,"None","None","None","None","None",0,"",50,50,50,50,"famelona ; ambora alakamisy; avozo",46,3.6,1.0549,0.0036,132,-26.02,"icr062275",23.7573,1.9499,2.1587,3.9459,44.2752,1.8898,34.48656825,19.1781826,258.7223183,0.256135095,450.22,89.47289455,539.6928945,1.47861067,31,0.99,21,19.88333333,1693,1445,2.0931,9.8604,0.453561753,20.18564415
"2316",758,9.3896,"Observed","icr062289",48.7105,-18.2755,"East Africa","Madagascar","Didy",8,9,"Topsoil",31.9,56.903,67.861,79.926,4.84,4.84,0,0.34,3.9,4476.960809,5425.343526,21.30002761,43.16284687,4.66,636.77,0.15,0.1334955,0.194762657,0.131219107,4.459840064,131208.4877,52.91828407,4.411510189,314.86874,25.97474594,88805.0034,60.56247048,47.47655245,77.95525413,36.57261577,20.74869803,926.4193677,3.898181535,640.3241884,16.20717448,"Forest","24-04-12",1201,2.7,22,9,"Sloping","High gradient mountain","Ridge/Crest",0,0,0,0,1,1,0,1,1,1,0,1,1,1,3,4,3,4,4,5,5,5,"canope de taille moyenne ; pas tres nombreux les arbre  de grande taille ; beaucoup  de petite taille [arbuste]","Yes",0,0,0,0,"foret non perturbe ; foret classee depuis 1962",2,1,2,1,"None","None","None","None","None",0,"",7,50,20,50,"lanary; palissandre ; rotrala ; vitanona",NA,NA,NA,NA,NA,NA,"icr062275",23.7573,1.9499,2.1587,3.9459,44.2752,1.8898,34.48656825,19.1781826,258.7223183,0.250960649,450.22,89.47289455,539.6928945,1.47861067,32,0.97,21,19.88333333,1693,1445,2.0931,9.3896,0.453561753,20.18564415
"2317",759,9.5256,"Observed","icr062292",48.7105,-18.2772,"East Africa","Madagascar","Didy",8,14,"Topsoil",25.427,47.838,63.697,81.751,4.86,4.86,0,0.33,4.38,3343.739076,3953.535307,70.60330878,24.10353706,3,426.17,0.61,0.168082537,0.400475213,0.123500784,3.397549635,115440.0907,168.7190104,5.038782314,187.8179666,23.0423752,104955.5385,78.790966,76.11365894,118.2175478,29.60210898,9.960454456,568.3896752,0.282550946,598.9928586,15.46218384,"Forest","25-04-12",1170,2.9,27,27,"Sloping","Medium gradient mountain","Midslope",0,0,0,0,1,1,0,0,0,1,0,0,1,1,3,3,4,4,5,5,5,5,"foret de grande taille ; avec des arbre s tombes et morts","Yes",0,0,0,0,"non perturbe perturbee ; foret classee depuis 1962",1,1,2,1,"None","None","None","None","None",0,"",44,50,20,50,"",NA,NA,NA,NA,NA,NA,"icr062275",23.7573,1.9499,2.1587,3.9459,44.2752,1.8898,34.48656825,19.1781826,258.7223183,0.253547872,450.22,89.47289455,539.6928945,1.47861067,30,0.98,21,19.88333333,1693,1445,2.040071429,9.5256,0.453561753,20.18564415
"2318",760,7.26,"Observed","icr062294",48.7392,-18.349,"East Africa","Madagascar","Didy",9,1,"Topsoil",46.204,77.633,90.109,95.817,3.63,3.63,0,0.24,4.57,2671.733411,5682.624106,27.16894615,-91.07153869,1.36,269.57,0.13,0.212199985,0.122020365,0.080486377,3.336881571,71316.55272,72.12406213,15.85132203,126.1611795,39.6454295,152732.9867,98.60425988,362.170522,394.3422254,40.98744487,46.42956347,-49.29658507,6.235220097,294.170134,24.37819311,"Forest","16-05-12",1150,2.3,30,30,"Steep","High gradient mountain","Midslope",0,0,0,0,1,1,1,1,1,1,0,0,1,0,2,2,2,3,5,2,4,5,"canope de petite taille [inferieur 15m de hauteur ]; beaucoup de voloty[petite  bamboo ]","Yes",0,0,0,0,"foret non perturbe ; foret classee depuis 1962",1,1,1,1,"None","None","None","None","None",0,"",20,45,50,50,"voantsilana ; rotrala",42.8,6.1,1.0517,0.0061,140,NA,"icr062294",7.5077,8.9234,3.8506,0,44.2925,1.7818,34.48656825,19.1781826,258.7223183,0.258722318,450.22,86.50217718,536.7221772,1.470471718,33,1,19,20.62499996,1873,1474,2.110528571,7.26,0.455249727,21.02032661
"2319",761,8.1164,"Observed","icr062296",48.7347,-18.3434,"East Africa","Madagascar","Didy",9,2,"Topsoil",64.626,88.615,95.053,97.021,3.94,3.94,0,0.26,4.23,3061.421191,5052.700332,54.11902211,8.412618038,2.48,391.59,0.38,0.189716027,0.458638227,0.16417203,5.400095605,79529.82346,112.7768247,8.016946919,562.595809,28.00323318,64947.0922,98.07993365,291.1889797,130.9507445,54.08668388,57.82392003,117.0794193,0.985025867,384.0022369,16.4812335,"Forest","15-05-12",1059,2.6,15,2,"Sloping","Medium gradient mountain","Midslope",0,0,0,0,1,1,0,1,1,1,0,1,1,0,3,3,3,2,3,4,3,2,"canope de taille moyenne taille et petite en majorite . [1/2 d'espece domine par ofavato ]; chabilis","Yes",0,0,0,0,"foret non perturbe ; foret classee depuis 1962",1,1,1,1,"None","None","None","None","None",0,"",50,50,50,50,"CUMMASS 110 cm",34.9,1.8,1.0438,0.0018,160,-25.72,"icr062294",7.5077,8.9234,3.8506,0,44.2925,1.7818,34.48656825,19.1781826,258.7223183,0.266483988,450.22,87.25193934,537.4719393,1.472525861,30,1.03,20,20.62499996,1873,1474,2.091814286,8.1164,0.455249727,21.02032661
"2320",762,8.169,"Observed","icr062298",48.7403,-18.3477,"East Africa","Madagascar","Didy",9,3,"Topsoil",42.898,76.671,87.333,94.683,3.89,3.89,0,0.24,4.57,3121.649699,5118.748252,51.82015782,-9.043773793,1.52,387.26,0.27,0.169600963,0.29805667,0.122677837,3.175278296,83391.57804,76.88479329,12.71547105,173.7522425,33.30937598,147739.0599,62.03705266,143.0116753,215.8286522,36.5069776,48.85906273,118.9954935,2.813584379,448.3435605,52.31588521,"Forest","16-05-12",1158,1.8,50,0,"Steep","High gradient mountain","Upland",0,0,0,0,1,1,1,1,1,1,0,1,1,1,2,2,4,4,3,3,2,2,"canope de petite taille ; vegetation clairseme","Yes",0,0,0,0,"foret non perturbe ; foret classee depuis 1962",1,1,1,1,"None","None","None","None","None",0,"",10,20,50,40,"hazotokana ; tavolo ; rotrala",18.2,1.7,1.0268,0.0017,211,-25.71,"icr062294",7.5077,8.9234,3.8506,0,44.2925,1.7818,34.48656825,19.1781826,258.7223183,0.271658434,450.22,86.50217718,536.7221772,1.470471718,33,1.05,18,20.62499996,1873,1474,2.1029,8.169,0.455249727,21.02032661
"2321",763,6.9286,"Observed","icr062302",48.7331,-18.3427,"East Africa","Madagascar","Didy",9,5,"Topsoil",52.588,81.447,91.164,94.516,3.43,3.43,0,0.22,4.37,2804.839331,4203.762439,54.23445569,-17.33252277,2.42,219.13,0.79,0.13008939,0.472840188,0.085447903,2.964949533,83988.18028,224.6779566,6.277001595,598.727996,25.75370467,56022.95636,97.22964088,334.0045021,116.5367054,46.60124536,47.7188244,94.86315345,1.252850431,307.2547859,10.85676613,"Forest","15-05-12",1035,2,20,20,"Sloping","Medium gradient mountain","Footslope",0,0,0,0,1,1,1,1,1,1,0,0,1,0,2,2,2,3,3,3,2,3,"canope de moyenne taille en majorite avec quelques grande vieille ;chabilis ; canope clairseme [densite  faible]; ofavato [1/4 d'espece]. zones  un peu seche","Yes",0,0,0,0,"foret non perturbe ; classee depuis 1962",1,1,2,1,"None","None","None","None","None",0,"",50,20,50,40,"voapaka",48.1,1.9,1.057,0.0019,128,-26.39,"icr062294",7.5077,8.9234,3.8506,0,44.2925,1.7818,34.48656825,19.1781826,258.7223183,0.261309542,450.22,93.87178143,544.0917814,1.490662415,31,1.01,22,20.68333336,1881,1476,2.110828571,6.9286,0.455249727,21.02032661
"2322",764,10.3,"Observed","icr062306",48.7353,-18.3491,"East Africa","Madagascar","Didy",9,7,"Topsoil",37.067,77.772,87.409,92.867,5.15,5.15,0,0.34,4.41,3358.099419,6864.057868,18.8916929,19.07924664,5.12,349.81,0.38,0.245539871,0.469449719,0.197994415,4.595524317,58177.1382,117.7027123,3.385348427,63.27342302,5.128583721,44864.87856,118.16028,131.2243459,61.82695898,62.96843228,33.24378753,170.944838,-0.028873165,445.7504925,15.07265707,"Forest","16-05-12",1164,2.5,12,8,"Sloping","Medium gradient mountain","Upland",0,0,0,0,1,1,1,1,1,1,0,1,1,0,3,2,4,2,2,4,3,4,"canope de taille petite [hauteur inferieur 15m ]; vegetation clairseme ; strates arbuste tres enchevetre ; chabilis ; foret un peu seche","Yes",0,0,0,0,"foret non perturbe ; classee depuis 1962 ; sub plot 2 marecageux",1,1,1,1,"None","None","None","None","None",0,"",50,50,18,50,"voapaka ; vontsilana; rotrala ; anklatra CUMMASS 75 cm",56.2,1.8,1.0652,0.0018,111,-26.36,"icr062294",7.5077,8.9234,3.8506,0,44.2925,1.7818,34.48656825,19.1781826,258.7223183,0.258722318,450.22,88.7014898,538.9214898,1.476497232,31,1,20,20.62499996,1873,1474,2.118442857,10.3,0.455249727,21.02032661
"2323",765,9.991,"Observed","icr062308",48.7346,-18.3483,"East Africa","Madagascar","Didy",9,8,"Topsoil",48.77,79.422,91.634,96.09,4.85,4.85,0,0.31,4.27,4472.080766,7974.190857,13.24306431,39.81377255,2.88,550.55,0.14,0.145016638,0.252031945,0.126090779,4.414777881,87089.56964,41.98276503,4.365290015,132.0384802,8.972551733,70424.40628,73.76304774,149.7142774,56.35427585,41.71866336,43.38195296,119.5576454,-1.113383534,443.3730031,15.03019142,"Forest","16-05-12",1124,2.5,14,13,"Sloping","Medium gradient mountain","Ridge/Crest",0,0,0,0,1,1,1,1,1,1,0,0,1,0,3,2,3,3,4,4,4,4,"canope de taille moyenne clairseme ; 1/5 ofavato ; un peu sec; beaucoup de petite bamboo","Yes",0,0,0,0,"foret non perturbe ; foret classee depuis 1962",1,1,1,1,"None","None","None","None","None",0,"",50,20,50,50,"voapaka",32.1,1.9,1.0409,0.0019,167,-25.87,"icr062294",7.5077,8.9234,3.8506,0,44.2925,1.7818,34.48656825,19.1781826,258.7223183,0.266483988,450.22,88.7014898,538.9214898,1.476497232,33,1.03,20,20.62499996,1873,1474,2.118442857,9.991,0.455249727,21.02032661
"2324",766,7.5144,"Observed","icr062310",48.7333,-18.3462,"East Africa","Madagascar","Didy",9,9,"Topsoil",64.944,88.82,95.056,98.06,3.72,3.72,0,0.25,4.39,3721.096626,5913.763438,39.50514555,-10.12241775,1.32,546.45,0.11,0.126443652,0.250893168,0.209610136,4.959751782,118228.3538,38.09463526,6.636575152,565.4275654,26.06382822,96006.45956,68.12376191,224.7958714,100.8693418,57.81822432,39.87141153,94.0734035,-0.120767279,447.7963526,11.47568405,"Forest","16-05-12",1101,1.8,33,25,"Steep","High gradient mountain","Ridge/Crest",0,0,0,0,1,1,1,1,1,1,0,0,1,1,3,3,2,4,4,4,4,4,"canope de taille moyenne ; avec des grande ; ofavato [1/4 de l'espece ]; beaucoup de petite bamboo ; chabilis","Yes",0,0,0,0,"foret non perturbe ; foret classee depuis 1962",1,1,1,1,"None","None","None","None","None",0,"",50,32,50,50,"voapaka ; rotrala",NA,NA,NA,NA,NA,NA,"icr062294",7.5077,8.9234,3.8506,0,44.2925,1.7818,34.48656825,19.1781826,258.7223183,0.261309542,450.22,91.50273615,541.7227362,1.48417188,33,1.01,21,20.68333336,1881,1476,2.085842857,7.5144,0.455249727,21.02032661
"2325",767,8.1804,"Observed","icr062312",48.7391,-18.3409,"East Africa","Madagascar","Didy",9,10,"Topsoil",31.481,69.614,82.108,90.377,4.01,4.01,0,0.25,4.54,2857.74057,6399.29982,20.92255539,-8.377996513,1.85,35.26,0.16,0.11600592,0.204188925,0.124713369,4.553315468,84912.53172,79.93161162,5.687257663,215.2313374,16.96633627,83816.06746,72.75341368,116.7146144,90.72129915,45.64451499,29.81301822,82.75351523,0.35483295,406.0328781,16.38920375,"Forest","15-05-12",1118,2.8,11,9,"Sloping","Medium gradient mountain","Ridge/Crest",0,0,0,0,1,1,1,1,1,1,0,1,1,0,4,4,5,4,3,2,2,2,"canope de taille moyenne [15m de hauteur ]; beaucoup de ofavato[1/4 de l'espece]; avec des ravinala","Yes",0,0,0,0,"foret non perturbe ; classee depuis 1962",1,1,1,2,"None","None","None","None","None",0,"",45,20,50,20,"voapaka ; voantsilana",31.5,1.9,1.0403,0.0019,169,-25.84,"icr062294",7.5077,8.9234,3.8506,0,44.2925,1.7818,34.48656825,19.1781826,258.7223183,0.263896765,450.22,88.98578865,539.2057886,1.477276133,32,1.02,21,20.53333334,1858,1467,2.121157143,8.1804,0.455249727,21.02032661
"2326",768,4.2532,"Observed","icr062316",48.7354,-18.32,"East Africa","Madagascar","Didy",10,2,"Topsoil",22.795,39.275,45.61,48.812,2.17,2.17,0,0.16,4.46,2724.02073,3540.700596,19.02314677,-10.01805808,2,328.78,0.18,0.134656505,0.332445223,0.165110576,0.592505014,82928.18544,44.72990413,5.905017138,233.5167786,30.54750587,78591.52472,68.38981446,145.5663652,79.57675466,50.20006204,40.15429675,475.0075595,10.63952275,308.5780541,26.95158458,"Forest","17-05-12",1000,2.1,36,35,"Steep","Medium gradient mountain","Midslope",0,0,0,0,1,1,1,1,1,1,0,1,1,1,4,3,3,4,2,3,3,4,"canope de taille moyenne en majorite ; melangee  avec des grandes ; chabilis ; canope moins dense [un peu clairseme ]","Yes",0,0,0,0,"foret non perturbe ; foret classee depuis 1962",1,1,1,1,"None","None","None","None","None",0,"",50,50,50,50,"lanary ; voapaka; sily",-10.2,1.8,0.9982,0.0018,335,-25.34,"icr062314",42.4205,29.5649,0,2.1443,18.9396,0,34.48656825,19.1781826,258.7223183,0.253547872,450.22,86.68619287,536.9061929,1.470975871,33,0.98,21,21.09166658,1926,1497,2.122057143,4.2532,0.453561753,20.18564415
"2327",769,7.0902,"Observed","icr062318",48.7376,-18.3213,"East Africa","Madagascar","Didy",10,3,"Topsoil",42.786,73.256,82.105,89.398,3.51,3.51,0,0.28,4.58,2671.507279,2256.429526,144.0566618,-9.024458887,2.72,246.72,0.38,0.189655109,0.527386191,0.106762173,4.071952868,92818.61966,135.7567834,19.46421498,312.6308684,37.37503459,74935.38134,123.2970548,166.1131676,239.1015154,42.49875359,80.75022046,511.7670679,6.404264714,457.2417265,33.9639185,"Forest","17-05-12",1000,3.7,13,12,"Sloping","Medium gradient mountain","Footslope",0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,3,3,2,4,5,5,5,"canope de taille moyenne [20 m de hauteur ]; chabilis ; vegetation clairseme","Yes",0,0,0,0,"foret non perturbe ; foret classee depuis 1962",1,1,1,1,"None","None","None","None","None",0,"",50,20,20,50,"goaviala",50.1,2.1,1.059,0.0021,124,-26,"icr062314",42.4205,29.5649,0,2.1443,18.9396,0,34.48656825,19.1781826,258.7223183,0.261309542,450.22,86.89606429,537.1160643,1.471550861,34,1.01,19,21.09166658,1926,1497,2.130514286,7.0902,0.453561753,20.18564415
"2328",770,6.6054,"Observed","icr062320",48.738,-18.3232,"East Africa","Madagascar","Didy",10,7,"Topsoil",40.769,74.851,83.437,90.094,3.27,3.27,0,0.26,4.59,2540.571392,2859.604575,90.56828072,-0.324893883,3.2,201.19,0.64,0.162467388,0.695492032,0.094748667,4.3071182,74215.01548,209.8034542,4.881674693,167.0528887,10.17052773,34830.23876,108.2552802,245.5200222,119.2891593,50.73369261,34.12769613,163.7237542,2.011237671,327.365043,17.88235198,"Forest","17-05-12",1014,2.6,30,25,"Sloping","Medium gradient mountain","Midslope",0,0,0,0,1,1,0,1,1,1,0,0,1,1,4,4,3,4,5,5,5,5,"canope de grande taille en majorite [30 m de hauteur ]; avec beaucoup de tsarakiaka[1/5 des especes] ; bombolona  et ofavato ; gros  arbres; chabilis","Yes",0,0,0,0,"foret non perturbe ; foret classee depuis 1962",1,1,1,1,"None","None","None","None","None",0,"",10,35,50,50,"malambovony ; varongy ; palissandre. CUMMASS 110 cm",46.5,1.9,1.0554,0.0019,131,-25.95,"icr062314",42.4205,29.5649,0,2.1443,18.9396,0,34.48656825,19.1781826,258.7223183,0.261309542,450.22,88.26255309,538.4825531,1.475294666,35,1.01,19,21.09166658,1926,1497,2.130514286,6.6054,0.453561753,20.18564415
"2329",771,7.6014,"Observed","icr062322",48.7375,-18.3185,"East Africa","Madagascar","Didy",10,8,"Topsoil",35.613,72.673,82.876,89.917,3.69,3.69,0,0.29,4.5,2498.728822,3570.021652,23.46677598,-4.791069094,3.22,282.95,0.15,0.130936491,0.515976349,0.070672011,5.675072535,54197.14418,56.05992956,4.724659739,218.1430666,28.80069441,77784.5085,70.20523127,130.6230786,71.20484677,39.07321392,34.7551608,288.7933102,3.033881327,371.8470907,28.54663053,"Forest","17-05-12",1017,1.9,24,22,"Sloping","Medium gradient mountain","Ridge/Crest",0,0,0,0,1,1,0,1,1,1,0,1,1,1,4,3,3,3,3,3,2,2,"canope de taille moyenne et petite avec des grande ; beaucoup de tsarakiaka ; chabilis","Yes",0,0,0,0,"foret non perturbe ; foret classee depuis 1962",1,1,1,1,"None","None","None","None","None",0,"",50,50,50,50,"fangadianovy ; hazoambo",40.9,1.8,1.0497,0.0018,144,-26.13,"icr062314",42.4205,29.5649,0,2.1443,18.9396,0,34.48656825,19.1781826,258.7223183,0.266483988,450.22,88.51510589,538.7351059,1.475986591,37,1.03,19,21.09166658,1926,1497,2.122057143,7.6014,0.453561753,20.18564415
"2330",772,8.86,"Observed","icr062324",48.7358,-18.3188,"East Africa","Madagascar","Didy",10,9,"Topsoil",28.886,66.173,78.544,86.598,4.43,4.43,0,0.33,4.51,3105.261207,3035.967491,17.66910048,8.041020311,3.52,260.11,0.24,0.222780761,0.498145421,0.136171868,5.134809443,60721.64598,88.11964912,2.536132491,105.3982154,7.306048936,36055.60784,122.9265171,154.9307329,37.23795928,45.07598049,28.45162334,195.2763451,1.440447518,366.946964,13.52100267,"Forest","17-05-12",1007,2.8,22,24,"Sloping","Medium gradient mountain","Midslope",0,0,0,0,1,1,1,1,1,1,0,1,1,1,5,4,4,5,4,3,3,3,"canope de taille moyenne melangee avec des grandes vieille ;chabilis","Yes",0,0,0,0,"foret non perturbe ; foret classee depuis 1962",1,1,1,1,"None","None","None","None","None",0,"",50,50,50,50,"volomboronala",59.5,1.8,1.0685,0.0018,105,-26.12,"icr062314",42.4205,29.5649,0,2.1443,18.9396,0,34.48656825,19.1781826,258.7223183,0.258722318,450.22,86.3935684,536.6135684,1.47017416,32,1,21,21.09166658,1926,1497,2.122057143,8.86,0.453561753,20.18564415
